date,neighborhood,center_name,attendance_count
2011-10-15,Bedford Dwellings,Ammon Community Center,4
2011-10-15,Bedford Dwellings,Ammon Community Center,3
2011-10-14,Bedford Dwellings,Ammon Community Center,33
2011-10-14,Bedford Dwellings,Ammon Community Center,133
2011-10-14,Bedford Dwellings,Ammon Community Center,51
2011-10-14,Bedford Dwellings,Ammon Community Center,16
2011-10-14,Bedford Dwellings,Ammon Community Center,13
2011-10-14,Bedford Dwellings,Ammon Community Center,44
2011-10-14,Bedford Dwellings,Ammon Community Center,32
2011-10-14,Bedford Dwellings,Ammon Community Center,50
2011-10-13,Bedford Dwellings,Ammon Community Center,105
2011-10-13,Bedford Dwellings,Ammon Community Center,48
2011-10-13,Bedford Dwellings,Ammon Community Center,115
2011-10-13,Bedford Dwellings,Ammon Community Center,16
2011-10-13,Bedford Dwellings,Ammon Community Center,1
2011-10-13,Bedford Dwellings,Ammon Community Center,107
2011-10-13,Bedford Dwellings,Ammon Community Center,16
2011-10-13,Bedford Dwellings,Ammon Community Center,97
2011-10-13,Bedford Dwellings,Ammon Community Center,26
2011-10-12,Bedford Dwellings,Ammon Community Center,81
2011-10-12,Bedford Dwellings,Ammon Community Center,333
2011-10-12,Bedford Dwellings,Ammon Community Center,73
2011-10-12,Bedford Dwellings,Ammon Community Center,20
2011-10-12,Bedford Dwellings,Ammon Community Center,8
2011-10-12,Bedford Dwellings,Ammon Community Center,19
2011-10-12,Bedford Dwellings,Ammon Community Center,17
2011-10-12,Bedford Dwellings,Ammon Community Center,24
2011-10-12,Bedford Dwellings,Ammon Community Center,92
2011-10-11,Bedford Dwellings,Ammon Community Center,20
2011-10-11,Bedford Dwellings,Ammon Community Center,52
2011-10-11,Bedford Dwellings,Ammon Community Center,154
2011-10-11,Bedford Dwellings,Ammon Community Center,12
2011-10-11,Bedford Dwellings,Ammon Community Center,79
2011-10-11,Bedford Dwellings,Ammon Community Center,39
2011-10-11,Bedford Dwellings,Ammon Community Center,95
2011-10-11,Bedford Dwellings,Ammon Community Center,13
2011-10-10,Bedford Dwellings,Ammon Community Center,29
2011-10-10,Bedford Dwellings,Ammon Community Center,270
2011-10-10,Bedford Dwellings,Ammon Community Center,58
2011-10-10,Bedford Dwellings,Ammon Community Center,15
2011-10-10,Bedford Dwellings,Ammon Community Center,10
2011-10-10,Bedford Dwellings,Ammon Community Center,51
2011-10-10,Bedford Dwellings,Ammon Community Center,57
2011-10-10,Bedford Dwellings,Ammon Community Center,31
2011-10-10,Bedford Dwellings,Ammon Community Center,91
2011-10-08,Bedford Dwellings,Ammon Community Center,93
2011-10-08,Bedford Dwellings,Ammon Community Center,5
2011-10-08,Bedford Dwellings,Ammon Community Center,7
2011-10-08,Bedford Dwellings,Ammon Community Center,22
2011-10-07,Bedford Dwellings,Ammon Community Center,2
2011-10-07,Bedford Dwellings,Ammon Community Center,128
2011-10-07,Bedford Dwellings,Ammon Community Center,52
2011-10-07,Bedford Dwellings,Ammon Community Center,17
2011-10-07,Bedford Dwellings,Ammon Community Center,11
2011-10-07,Bedford Dwellings,Ammon Community Center,82
2011-10-07,Bedford Dwellings,Ammon Community Center,64
2011-10-07,Bedford Dwellings,Ammon Community Center,4
2011-10-06,Bedford Dwellings,Ammon Community Center,3
2011-10-06,Bedford Dwellings,Ammon Community Center,78
2011-10-06,Bedford Dwellings,Ammon Community Center,174
2011-10-06,Bedford Dwellings,Ammon Community Center,25
2011-10-06,Bedford Dwellings,Ammon Community Center,87
2011-10-06,Bedford Dwellings,Ammon Community Center,18
2011-10-06,Bedford Dwellings,Ammon Community Center,10
2011-10-06,Bedford Dwellings,Ammon Community Center,73
2011-10-05,Bedford Dwellings,Ammon Community Center,7
2011-10-05,Bedford Dwellings,Ammon Community Center,182
2011-10-05,Bedford Dwellings,Ammon Community Center,86
2011-10-05,Bedford Dwellings,Ammon Community Center,22
2011-10-05,Bedford Dwellings,Ammon Community Center,40
2011-10-05,Bedford Dwellings,Ammon Community Center,63
2011-10-05,Bedford Dwellings,Ammon Community Center,94
2011-10-05,Bedford Dwellings,Ammon Community Center,19
2011-10-04,Bedford Dwellings,Ammon Community Center,65
2011-10-04,Bedford Dwellings,Ammon Community Center,76
2011-10-04,Bedford Dwellings,Ammon Community Center,4
2011-10-04,Bedford Dwellings,Ammon Community Center,164
2011-10-04,Bedford Dwellings,Ammon Community Center,8
2011-10-04,Bedford Dwellings,Ammon Community Center,57
2011-10-04,Bedford Dwellings,Ammon Community Center,36
2011-10-04,Bedford Dwellings,Ammon Community Center,4
2011-10-04,Bedford Dwellings,Ammon Community Center,106
2011-10-03,Bedford Dwellings,Ammon Community Center,70
2011-10-03,Bedford Dwellings,Ammon Community Center,260
2011-10-03,Bedford Dwellings,Ammon Community Center,84
2011-10-03,Bedford Dwellings,Ammon Community Center,23
2011-10-03,Bedford Dwellings,Ammon Community Center,37
2011-10-03,Bedford Dwellings,Ammon Community Center,60
2011-10-03,Bedford Dwellings,Ammon Community Center,87
2011-10-03,Bedford Dwellings,Ammon Community Center,24
2011-10-01,Bedford Dwellings,Ammon Community Center,20
2011-10-01,Bedford Dwellings,Ammon Community Center,129
2011-10-01,Bedford Dwellings,Ammon Community Center,9
2011-10-01,Bedford Dwellings,Ammon Community Center,6
2011-10-01,Bedford Dwellings,Ammon Community Center,71
2011-09-30,Bedford Dwellings,Ammon Community Center,62
2011-09-30,Bedford Dwellings,Ammon Community Center,87
2011-09-30,Bedford Dwellings,Ammon Community Center,41
2011-09-30,Bedford Dwellings,Ammon Community Center,14
2011-09-30,Bedford Dwellings,Ammon Community Center,11
2011-09-30,Bedford Dwellings,Ammon Community Center,47
2011-09-30,Bedford Dwellings,Ammon Community Center,13
2011-09-30,Bedford Dwellings,Ammon Community Center,83
2011-09-29,Bedford Dwellings,Ammon Community Center,82
2011-09-29,Bedford Dwellings,Ammon Community Center,36
2011-09-29,Bedford Dwellings,Ammon Community Center,225
2011-09-29,Bedford Dwellings,Ammon Community Center,22
2011-09-29,Bedford Dwellings,Ammon Community Center,44
2011-09-29,Bedford Dwellings,Ammon Community Center,20
2011-09-29,Bedford Dwellings,Ammon Community Center,61
2011-09-29,Bedford Dwellings,Ammon Community Center,16
2011-09-28,Bedford Dwellings,Ammon Community Center,97
2011-09-28,Bedford Dwellings,Ammon Community Center,105
2011-09-28,Bedford Dwellings,Ammon Community Center,79
2011-09-28,Bedford Dwellings,Ammon Community Center,14
2011-09-28,Bedford Dwellings,Ammon Community Center,42
2011-09-28,Bedford Dwellings,Ammon Community Center,44
2011-09-28,Bedford Dwellings,Ammon Community Center,19
2011-09-28,Bedford Dwellings,Ammon Community Center,85
2011-09-27,Bedford Dwellings,Ammon Community Center,39
2011-09-27,Bedford Dwellings,Ammon Community Center,27
2011-09-27,Bedford Dwellings,Ammon Community Center,184
2011-09-27,Bedford Dwellings,Ammon Community Center,18
2011-09-27,Bedford Dwellings,Ammon Community Center,44
2011-09-27,Bedford Dwellings,Ammon Community Center,41
2011-09-27,Bedford Dwellings,Ammon Community Center,101
2011-09-27,Bedford Dwellings,Ammon Community Center,31
2011-09-26,Bedford Dwellings,Ammon Community Center,55
2011-09-26,Bedford Dwellings,Ammon Community Center,197
2011-09-26,Bedford Dwellings,Ammon Community Center,22
2011-09-26,Bedford Dwellings,Ammon Community Center,15
2011-09-26,Bedford Dwellings,Ammon Community Center,39
2011-09-26,Bedford Dwellings,Ammon Community Center,57
2011-09-26,Bedford Dwellings,Ammon Community Center,30
2011-09-26,Bedford Dwellings,Ammon Community Center,82
2011-09-24,Bedford Dwellings,Ammon Community Center,13
2011-09-24,Bedford Dwellings,Ammon Community Center,79
2011-09-24,Bedford Dwellings,Ammon Community Center,3
2011-09-24,Bedford Dwellings,Ammon Community Center,6
2011-09-23,Bedford Dwellings,Ammon Community Center,34
2011-09-23,Bedford Dwellings,Ammon Community Center,113
2011-09-23,Bedford Dwellings,Ammon Community Center,33
2011-09-23,Bedford Dwellings,Ammon Community Center,16
2011-09-23,Bedford Dwellings,Ammon Community Center,10
2011-09-23,Bedford Dwellings,Ammon Community Center,57
2011-09-23,Bedford Dwellings,Ammon Community Center,22
2011-09-22,Bedford Dwellings,Ammon Community Center,87
2011-09-22,Bedford Dwellings,Ammon Community Center,70
2011-09-22,Bedford Dwellings,Ammon Community Center,102
2011-09-22,Bedford Dwellings,Ammon Community Center,26
2011-09-22,Bedford Dwellings,Ammon Community Center,8
2011-09-22,Bedford Dwellings,Ammon Community Center,23
2011-09-22,Bedford Dwellings,Ammon Community Center,22
2011-09-22,Bedford Dwellings,Ammon Community Center,101
2011-09-21,Bedford Dwellings,Ammon Community Center,50
2011-09-21,Bedford Dwellings,Ammon Community Center,190
2011-09-21,Bedford Dwellings,Ammon Community Center,45
2011-09-21,Bedford Dwellings,Ammon Community Center,20
2011-09-21,Bedford Dwellings,Ammon Community Center,39
2011-09-21,Bedford Dwellings,Ammon Community Center,39
2011-09-21,Bedford Dwellings,Ammon Community Center,62
2011-09-21,Bedford Dwellings,Ammon Community Center,28
2011-09-20,Bedford Dwellings,Ammon Community Center,35
2011-09-20,Bedford Dwellings,Ammon Community Center,64
2011-09-20,Bedford Dwellings,Ammon Community Center,133
2011-09-20,Bedford Dwellings,Ammon Community Center,15
2011-09-20,Bedford Dwellings,Ammon Community Center,8
2011-09-20,Bedford Dwellings,Ammon Community Center,17
2011-09-20,Bedford Dwellings,Ammon Community Center,41
2011-09-20,Bedford Dwellings,Ammon Community Center,39
2011-09-20,Bedford Dwellings,Ammon Community Center,63
2011-09-19,Bedford Dwellings,Ammon Community Center,54
2011-09-19,Bedford Dwellings,Ammon Community Center,146
2011-09-19,Bedford Dwellings,Ammon Community Center,68
2011-09-19,Bedford Dwellings,Ammon Community Center,5
2011-09-19,Bedford Dwellings,Ammon Community Center,18
2011-09-19,Bedford Dwellings,Ammon Community Center,43
2011-09-19,Bedford Dwellings,Ammon Community Center,22
2011-09-19,Bedford Dwellings,Ammon Community Center,11
2011-09-19,Bedford Dwellings,Ammon Community Center,27
2011-09-17,Bedford Dwellings,Ammon Community Center,4
2011-09-17,Bedford Dwellings,Ammon Community Center,145
2011-09-17,Bedford Dwellings,Ammon Community Center,2
2011-09-17,Bedford Dwellings,Ammon Community Center,10
2011-09-16,Bedford Dwellings,Ammon Community Center,18
2011-09-16,Bedford Dwellings,Ammon Community Center,104
2011-09-16,Bedford Dwellings,Ammon Community Center,69
2011-09-16,Bedford Dwellings,Ammon Community Center,23
2011-09-16,Bedford Dwellings,Ammon Community Center,8
2011-09-16,Bedford Dwellings,Ammon Community Center,12
2011-09-16,Bedford Dwellings,Ammon Community Center,40
2011-09-16,Bedford Dwellings,Ammon Community Center,12
2011-09-16,Bedford Dwellings,Ammon Community Center,2
2011-09-15,Bedford Dwellings,Ammon Community Center,27
2011-09-15,Bedford Dwellings,Ammon Community Center,76
2011-09-15,Bedford Dwellings,Ammon Community Center,154
2011-09-15,Bedford Dwellings,Ammon Community Center,5
2011-09-15,Bedford Dwellings,Ammon Community Center,23
2011-09-15,Bedford Dwellings,Ammon Community Center,69
2011-09-15,Bedford Dwellings,Ammon Community Center,22
2011-09-15,Bedford Dwellings,Ammon Community Center,23
2011-09-14,Bedford Dwellings,Ammon Community Center,25
2011-09-14,Bedford Dwellings,Ammon Community Center,83
2011-09-14,Bedford Dwellings,Ammon Community Center,59
2011-09-14,Bedford Dwellings,Ammon Community Center,26
2011-09-14,Bedford Dwellings,Ammon Community Center,100
2011-09-14,Bedford Dwellings,Ammon Community Center,58
2011-09-14,Bedford Dwellings,Ammon Community Center,53
2011-09-14,Bedford Dwellings,Ammon Community Center,33
2011-09-13,Bedford Dwellings,Ammon Community Center,23
2011-09-13,Bedford Dwellings,Ammon Community Center,69
2011-09-13,Bedford Dwellings,Ammon Community Center,178
2011-09-13,Bedford Dwellings,Ammon Community Center,13
2011-09-13,Bedford Dwellings,Ammon Community Center,29
2011-09-13,Bedford Dwellings,Ammon Community Center,32
2011-09-13,Bedford Dwellings,Ammon Community Center,29
2011-09-12,Bedford Dwellings,Ammon Community Center,26
2011-09-12,Bedford Dwellings,Ammon Community Center,13
2011-09-12,Bedford Dwellings,Ammon Community Center,160
2011-09-12,Bedford Dwellings,Ammon Community Center,38
2011-09-12,Bedford Dwellings,Ammon Community Center,62
2011-09-12,Bedford Dwellings,Ammon Community Center,40
2011-09-12,Bedford Dwellings,Ammon Community Center,29
2011-09-10,Bedford Dwellings,Ammon Community Center,8
2011-09-10,Bedford Dwellings,Ammon Community Center,108
2011-09-10,Bedford Dwellings,Ammon Community Center,9
2011-09-10,Bedford Dwellings,Ammon Community Center,9
2011-09-09,Bedford Dwellings,Ammon Community Center,18
2011-09-09,Bedford Dwellings,Ammon Community Center,158
2011-09-09,Bedford Dwellings,Ammon Community Center,40
2011-09-09,Bedford Dwellings,Ammon Community Center,14
2011-09-09,Bedford Dwellings,Ammon Community Center,5
2011-09-09,Bedford Dwellings,Ammon Community Center,9
2011-09-09,Bedford Dwellings,Ammon Community Center,18
2011-09-09,Bedford Dwellings,Ammon Community Center,20
2011-09-08,Bedford Dwellings,Ammon Community Center,19
2011-09-08,Bedford Dwellings,Ammon Community Center,33
2011-09-08,Bedford Dwellings,Ammon Community Center,135
2011-09-08,Bedford Dwellings,Ammon Community Center,4
2011-09-08,Bedford Dwellings,Ammon Community Center,23
2011-09-08,Bedford Dwellings,Ammon Community Center,23
2011-09-08,Bedford Dwellings,Ammon Community Center,31
2011-09-07,Bedford Dwellings,Ammon Community Center,22
2011-09-07,Bedford Dwellings,Ammon Community Center,159
2011-09-07,Bedford Dwellings,Ammon Community Center,51
2011-09-07,Bedford Dwellings,Ammon Community Center,21
2011-09-07,Bedford Dwellings,Ammon Community Center,32
2011-09-07,Bedford Dwellings,Ammon Community Center,18
2011-09-06,Bedford Dwellings,Ammon Community Center,42
2011-09-06,Bedford Dwellings,Ammon Community Center,99
2011-09-06,Bedford Dwellings,Ammon Community Center,131
2011-09-06,Bedford Dwellings,Ammon Community Center,1
2011-09-06,Bedford Dwellings,Ammon Community Center,25
2011-09-06,Bedford Dwellings,Ammon Community Center,52
2011-09-03,Bedford Dwellings,Ammon Community Center,16
2011-09-03,Bedford Dwellings,Ammon Community Center,62
2011-09-02,Bedford Dwellings,Ammon Community Center,35
2011-09-02,Bedford Dwellings,Ammon Community Center,30
2011-09-02,Bedford Dwellings,Ammon Community Center,9
2011-09-02,Bedford Dwellings,Ammon Community Center,4
2011-09-02,Bedford Dwellings,Ammon Community Center,19
2011-09-01,Bedford Dwellings,Ammon Community Center,15
2011-09-01,Bedford Dwellings,Ammon Community Center,32
2011-09-01,Bedford Dwellings,Ammon Community Center,204
2011-09-01,Bedford Dwellings,Ammon Community Center,16
2011-09-01,Bedford Dwellings,Ammon Community Center,24
2011-08-31,Bedford Dwellings,Ammon Community Center,29
2011-08-31,Bedford Dwellings,Ammon Community Center,166
2011-08-31,Bedford Dwellings,Ammon Community Center,38
2011-08-31,Bedford Dwellings,Ammon Community Center,6
2011-08-31,Bedford Dwellings,Ammon Community Center,17
2011-08-31,Bedford Dwellings,Ammon Community Center,33
2011-08-30,Bedford Dwellings,Ammon Community Center,32
2011-08-30,Bedford Dwellings,Ammon Community Center,32
2011-08-30,Bedford Dwellings,Ammon Community Center,193
2011-08-30,Bedford Dwellings,Ammon Community Center,30
2011-08-30,Bedford Dwellings,Ammon Community Center,42
2011-08-29,Bedford Dwellings,Ammon Community Center,43
2011-08-29,Bedford Dwellings,Ammon Community Center,137
2011-08-29,Bedford Dwellings,Ammon Community Center,55
2011-08-29,Bedford Dwellings,Ammon Community Center,16
2011-08-29,Bedford Dwellings,Ammon Community Center,21
2011-08-29,Bedford Dwellings,Ammon Community Center,64
2011-08-27,Bedford Dwellings,Ammon Community Center,3
2011-08-27,Bedford Dwellings,Ammon Community Center,91
2011-08-27,Bedford Dwellings,Ammon Community Center,5
2011-08-26,Bedford Dwellings,Ammon Community Center,37
2011-08-26,Bedford Dwellings,Ammon Community Center,113
2011-08-26,Bedford Dwellings,Ammon Community Center,24
2011-08-26,Bedford Dwellings,Ammon Community Center,11
2011-08-26,Bedford Dwellings,Ammon Community Center,8
2011-08-26,Bedford Dwellings,Ammon Community Center,16
2011-08-26,Bedford Dwellings,Ammon Community Center,35
2011-08-25,Bedford Dwellings,Ammon Community Center,31
2011-08-25,Bedford Dwellings,Ammon Community Center,59
2011-08-25,Bedford Dwellings,Ammon Community Center,202
2011-08-25,Bedford Dwellings,Ammon Community Center,2
2011-08-25,Bedford Dwellings,Ammon Community Center,17
2011-08-25,Bedford Dwellings,Ammon Community Center,18
2011-08-25,Bedford Dwellings,Ammon Community Center,82
2011-08-24,Bedford Dwellings,Ammon Community Center,41
2011-08-24,Bedford Dwellings,Ammon Community Center,172
2011-08-24,Bedford Dwellings,Ammon Community Center,60
2011-08-24,Bedford Dwellings,Ammon Community Center,11
