date,neighborhood,center_name,attendance_count
2015-08-05,Greenfield,Magee Community Center,111
2015-08-05,Greenfield,Magee Community Center,43
2015-08-05,Greenfield,Magee Community Center,63
2015-08-05,Greenfield,Magee Community Center,72
2015-08-05,Greenfield,Magee Community Center,139
2015-08-05,Greenfield,Magee Community Center,69
2015-08-05,Greenfield,Magee Community Center,42
2015-08-05,Greenfield,Magee Community Center,30
2015-08-04,Greenfield,Magee Community Center,38
2015-08-04,Greenfield,Magee Community Center,103
2015-08-04,Greenfield,Magee Community Center,49
2015-08-04,Greenfield,Magee Community Center,132
2015-08-04,Greenfield,Magee Community Center,97
2015-08-04,Greenfield,Magee Community Center,220
2015-08-04,Greenfield,Magee Community Center,41
2015-08-04,Greenfield,Magee Community Center,34
2015-08-03,Greenfield,Magee Community Center,115
2015-08-03,Greenfield,Magee Community Center,53
2015-08-03,Greenfield,Magee Community Center,84
2015-08-03,Greenfield,Magee Community Center,52
2015-08-03,Greenfield,Magee Community Center,130
2015-08-03,Greenfield,Magee Community Center,37
2015-08-03,Greenfield,Magee Community Center,38
2015-08-03,Greenfield,Magee Community Center,12
2015-08-03,Greenfield,Magee Community Center,112
2015-08-01,Greenfield,Magee Community Center,16
2015-08-01,Greenfield,Magee Community Center,31
2015-08-01,Greenfield,Magee Community Center,28
2015-08-01,Greenfield,Magee Community Center,18
2015-08-01,Greenfield,Magee Community Center,66
2015-07-31,Greenfield,Magee Community Center,33
2015-07-31,Greenfield,Magee Community Center,84
2015-07-31,Greenfield,Magee Community Center,31
2015-07-31,Greenfield,Magee Community Center,63
2015-07-31,Greenfield,Magee Community Center,138
2015-07-31,Greenfield,Magee Community Center,41
2015-07-31,Greenfield,Magee Community Center,41
2015-07-31,Greenfield,Magee Community Center,46
2015-07-31,Greenfield,Magee Community Center,146
2015-07-30,Greenfield,Magee Community Center,138
2015-07-30,Greenfield,Magee Community Center,26
2015-07-30,Greenfield,Magee Community Center,157
2015-07-30,Greenfield,Magee Community Center,59
2015-07-30,Greenfield,Magee Community Center,48
2015-07-30,Greenfield,Magee Community Center,352
2015-07-30,Greenfield,Magee Community Center,40
2015-07-30,Greenfield,Magee Community Center,58
2015-07-30,Greenfield,Magee Community Center,151
2015-07-29,Greenfield,Magee Community Center,31
2015-07-29,Greenfield,Magee Community Center,121
2015-07-29,Greenfield,Magee Community Center,33
2015-07-29,Greenfield,Magee Community Center,135
2015-07-29,Greenfield,Magee Community Center,145
2015-07-29,Greenfield,Magee Community Center,28
2015-07-29,Greenfield,Magee Community Center,65
2015-07-29,Greenfield,Magee Community Center,54
2015-07-29,Greenfield,Magee Community Center,199
2015-07-28,Greenfield,Magee Community Center,109
2015-07-28,Greenfield,Magee Community Center,33
2015-07-28,Greenfield,Magee Community Center,130
2015-07-28,Greenfield,Magee Community Center,26
2015-07-28,Greenfield,Magee Community Center,46
2015-07-28,Greenfield,Magee Community Center,232
2015-07-28,Greenfield,Magee Community Center,12
2015-07-28,Greenfield,Magee Community Center,73
2015-07-28,Greenfield,Magee Community Center,101
2015-07-27,Greenfield,Magee Community Center,99
2015-07-27,Greenfield,Magee Community Center,120
2015-07-27,Greenfield,Magee Community Center,24
2015-07-27,Greenfield,Magee Community Center,163
2015-07-27,Greenfield,Magee Community Center,347
2015-07-27,Greenfield,Magee Community Center,51
2015-07-27,Greenfield,Magee Community Center,70
2015-07-27,Greenfield,Magee Community Center,47
2015-07-27,Greenfield,Magee Community Center,206
2015-07-25,Greenfield,Magee Community Center,16
2015-07-25,Greenfield,Magee Community Center,154
2015-07-25,Greenfield,Magee Community Center,39
2015-07-25,Greenfield,Magee Community Center,22
2015-07-25,Greenfield,Magee Community Center,7
2015-07-25,Greenfield,Magee Community Center,52
2015-07-24,Greenfield,Magee Community Center,46
2015-07-24,Greenfield,Magee Community Center,106
2015-07-24,Greenfield,Magee Community Center,129
2015-07-24,Greenfield,Magee Community Center,56
2015-07-24,Greenfield,Magee Community Center,157
2015-07-24,Greenfield,Magee Community Center,46
2015-07-24,Greenfield,Magee Community Center,57
2015-07-24,Greenfield,Magee Community Center,51
2015-07-24,Greenfield,Magee Community Center,118
2015-07-23,Greenfield,Magee Community Center,123
2015-07-23,Greenfield,Magee Community Center,47
2015-07-23,Greenfield,Magee Community Center,112
2015-07-23,Greenfield,Magee Community Center,105
2015-07-23,Greenfield,Magee Community Center,72
2015-07-23,Greenfield,Magee Community Center,193
2015-07-23,Greenfield,Magee Community Center,44
2015-07-23,Greenfield,Magee Community Center,50
2015-07-23,Greenfield,Magee Community Center,180
2015-07-22,Greenfield,Magee Community Center,70
2015-07-22,Greenfield,Magee Community Center,123
2015-07-22,Greenfield,Magee Community Center,190
2015-07-22,Greenfield,Magee Community Center,49
2015-07-22,Greenfield,Magee Community Center,144
2015-07-22,Greenfield,Magee Community Center,57
2015-07-22,Greenfield,Magee Community Center,68
2015-07-22,Greenfield,Magee Community Center,43
2015-07-22,Greenfield,Magee Community Center,147
2015-07-21,Greenfield,Magee Community Center,120
2015-07-21,Greenfield,Magee Community Center,36
2015-07-21,Greenfield,Magee Community Center,118
2015-07-21,Greenfield,Magee Community Center,102
2015-07-21,Greenfield,Magee Community Center,60
2015-07-21,Greenfield,Magee Community Center,193
2015-07-21,Greenfield,Magee Community Center,101
2015-07-21,Greenfield,Magee Community Center,66
2015-07-21,Greenfield,Magee Community Center,156
2015-07-21,Greenfield,Magee Community Center,32
2015-07-20,Greenfield,Magee Community Center,40
2015-07-20,Greenfield,Magee Community Center,115
2015-07-20,Greenfield,Magee Community Center,243
2015-07-20,Greenfield,Magee Community Center,43
2015-07-20,Greenfield,Magee Community Center,174
2015-07-20,Greenfield,Magee Community Center,73
2015-07-20,Greenfield,Magee Community Center,82
2015-07-20,Greenfield,Magee Community Center,74
2015-07-20,Greenfield,Magee Community Center,85
2015-07-20,Greenfield,Magee Community Center,173
2015-07-18,Greenfield,Magee Community Center,22
2015-07-18,Greenfield,Magee Community Center,75
2015-07-18,Greenfield,Magee Community Center,18
2015-07-18,Greenfield,Magee Community Center,19
2015-07-18,Greenfield,Magee Community Center,56
2015-07-17,Greenfield,Magee Community Center,37
2015-07-17,Greenfield,Magee Community Center,91
2015-07-17,Greenfield,Magee Community Center,153
2015-07-17,Greenfield,Magee Community Center,56
2015-07-17,Greenfield,Magee Community Center,105
2015-07-17,Greenfield,Magee Community Center,66
2015-07-17,Greenfield,Magee Community Center,41
2015-07-17,Greenfield,Magee Community Center,110
2015-07-17,Greenfield,Magee Community Center,32
2015-07-16,Greenfield,Magee Community Center,231
2015-07-16,Greenfield,Magee Community Center,35
2015-07-16,Greenfield,Magee Community Center,179
2015-07-16,Greenfield,Magee Community Center,331
2015-07-16,Greenfield,Magee Community Center,48
2015-07-16,Greenfield,Magee Community Center,74
2015-07-16,Greenfield,Magee Community Center,129
2015-07-15,Greenfield,Magee Community Center,34
2015-07-15,Greenfield,Magee Community Center,122
2015-07-15,Greenfield,Magee Community Center,123
2015-07-15,Greenfield,Magee Community Center,117
2015-07-15,Greenfield,Magee Community Center,49
2015-07-15,Greenfield,Magee Community Center,46
2015-07-15,Greenfield,Magee Community Center,135
2015-07-14,Greenfield,Magee Community Center,244
2015-07-14,Greenfield,Magee Community Center,47
2015-07-14,Greenfield,Magee Community Center,152
2015-07-14,Greenfield,Magee Community Center,220
2015-07-14,Greenfield,Magee Community Center,4
2015-07-14,Greenfield,Magee Community Center,54
2015-07-14,Greenfield,Magee Community Center,79
2015-07-14,Greenfield,Magee Community Center,167
2015-07-13,Greenfield,Magee Community Center,36
2015-07-13,Greenfield,Magee Community Center,131
2015-07-13,Greenfield,Magee Community Center,193
2015-07-13,Greenfield,Magee Community Center,59
2015-07-13,Greenfield,Magee Community Center,96
2015-07-13,Greenfield,Magee Community Center,81
2015-07-13,Greenfield,Magee Community Center,62
2015-07-13,Greenfield,Magee Community Center,164
2015-07-12,Greenfield,Magee Community Center,2
2015-07-11,Greenfield,Magee Community Center,25
2015-07-11,Greenfield,Magee Community Center,80
2015-07-11,Greenfield,Magee Community Center,131
2015-07-11,Greenfield,Magee Community Center,10
2015-07-11,Greenfield,Magee Community Center,90
2015-07-10,Greenfield,Magee Community Center,38
2015-07-10,Greenfield,Magee Community Center,135
2015-07-10,Greenfield,Magee Community Center,103
2015-07-10,Greenfield,Magee Community Center,36
2015-07-10,Greenfield,Magee Community Center,108
2015-07-10,Greenfield,Magee Community Center,74
2015-07-10,Greenfield,Magee Community Center,40
2015-07-10,Greenfield,Magee Community Center,107
2015-07-10,Greenfield,Magee Community Center,35
2015-07-09,Greenfield,Magee Community Center,149
2015-07-09,Greenfield,Magee Community Center,49
2015-07-09,Greenfield,Magee Community Center,92
2015-07-09,Greenfield,Magee Community Center,51
2015-07-09,Greenfield,Magee Community Center,198
2015-07-09,Greenfield,Magee Community Center,61
2015-07-09,Greenfield,Magee Community Center,38
2015-07-09,Greenfield,Magee Community Center,118
2015-07-08,Greenfield,Magee Community Center,40
2015-07-08,Greenfield,Magee Community Center,164
2015-07-08,Greenfield,Magee Community Center,55
2015-07-08,Greenfield,Magee Community Center,135
2015-07-08,Greenfield,Magee Community Center,74
2015-07-08,Greenfield,Magee Community Center,69
2015-07-08,Greenfield,Magee Community Center,30
2015-07-08,Greenfield,Magee Community Center,159
2015-07-07,Greenfield,Magee Community Center,144
2015-07-07,Greenfield,Magee Community Center,45
2015-07-07,Greenfield,Magee Community Center,87
2015-07-07,Greenfield,Magee Community Center,169
2015-07-07,Greenfield,Magee Community Center,92
2015-07-07,Greenfield,Magee Community Center,183
2015-07-07,Greenfield,Magee Community Center,55
2015-07-07,Greenfield,Magee Community Center,85
2015-07-07,Greenfield,Magee Community Center,150
2015-07-07,Greenfield,Magee Community Center,29
2015-07-06,Greenfield,Magee Community Center,36
2015-07-06,Greenfield,Magee Community Center,110
2015-07-06,Greenfield,Magee Community Center,217
2015-07-06,Greenfield,Magee Community Center,85
2015-07-06,Greenfield,Magee Community Center,242
2015-07-06,Greenfield,Magee Community Center,70
2015-07-06,Greenfield,Magee Community Center,65
2015-07-06,Greenfield,Magee Community Center,57
2015-07-06,Greenfield,Magee Community Center,91
2015-07-06,Greenfield,Magee Community Center,122
2015-07-02,Greenfield,Magee Community Center,68
2015-07-02,Greenfield,Magee Community Center,64
2015-07-02,Greenfield,Magee Community Center,68
2015-07-02,Greenfield,Magee Community Center,186
2015-07-02,Greenfield,Magee Community Center,133
2015-07-02,Greenfield,Magee Community Center,145
2015-07-02,Greenfield,Magee Community Center,39
2015-07-02,Greenfield,Magee Community Center,55
2015-07-02,Greenfield,Magee Community Center,96
2015-07-02,Greenfield,Magee Community Center,50
2015-07-01,Greenfield,Magee Community Center,93
2015-07-01,Greenfield,Magee Community Center,69
2015-07-01,Greenfield,Magee Community Center,220
2015-07-01,Greenfield,Magee Community Center,61
2015-07-01,Greenfield,Magee Community Center,177
2015-07-01,Greenfield,Magee Community Center,69
2015-07-01,Greenfield,Magee Community Center,38
2015-07-01,Greenfield,Magee Community Center,30
2015-07-01,Greenfield,Magee Community Center,115
2015-07-01,Greenfield,Magee Community Center,137
2015-06-30,Greenfield,Magee Community Center,73
2015-06-30,Greenfield,Magee Community Center,66
2015-06-30,Greenfield,Magee Community Center,59
2015-06-30,Greenfield,Magee Community Center,161
2015-06-30,Greenfield,Magee Community Center,85
2015-06-30,Greenfield,Magee Community Center,159
2015-06-30,Greenfield,Magee Community Center,37
2015-06-30,Greenfield,Magee Community Center,56
2015-06-30,Greenfield,Magee Community Center,129
2015-06-30,Greenfield,Magee Community Center,160
2015-06-29,Greenfield,Magee Community Center,94
2015-06-29,Greenfield,Magee Community Center,111
2015-06-29,Greenfield,Magee Community Center,200
2015-06-29,Greenfield,Magee Community Center,85
2015-06-29,Greenfield,Magee Community Center,269
2015-06-29,Greenfield,Magee Community Center,123
2015-06-29,Greenfield,Magee Community Center,55
2015-06-29,Greenfield,Magee Community Center,64
2015-06-29,Greenfield,Magee Community Center,187
2015-06-27,Greenfield,Magee Community Center,33
2015-06-27,Greenfield,Magee Community Center,75
2015-06-27,Greenfield,Magee Community Center,27
2015-06-27,Greenfield,Magee Community Center,35
2015-06-27,Greenfield,Magee Community Center,37
2015-06-26,Greenfield,Magee Community Center,56
2015-06-26,Greenfield,Magee Community Center,49
2015-06-26,Greenfield,Magee Community Center,209
2015-06-26,Greenfield,Magee Community Center,63
2015-06-26,Greenfield,Magee Community Center,142
2015-06-26,Greenfield,Magee Community Center,108
2015-06-26,Greenfield,Magee Community Center,66
2015-06-26,Greenfield,Magee Community Center,65
2015-06-26,Greenfield,Magee Community Center,135
2015-06-26,Greenfield,Magee Community Center,115
2015-06-25,Greenfield,Magee Community Center,109
2015-06-25,Greenfield,Magee Community Center,40
2015-06-25,Greenfield,Magee Community Center,75
2015-06-25,Greenfield,Magee Community Center,107
2015-06-25,Greenfield,Magee Community Center,123
2015-06-25,Greenfield,Magee Community Center,108
2015-06-25,Greenfield,Magee Community Center,27
2015-06-25,Greenfield,Magee Community Center,53
2015-06-25,Greenfield,Magee Community Center,126
2015-06-25,Greenfield,Magee Community Center,138
2015-06-24,Greenfield,Magee Community Center,49
2015-06-24,Greenfield,Magee Community Center,104
2015-06-24,Greenfield,Magee Community Center,173
2015-06-24,Greenfield,Magee Community Center,62
2015-06-24,Greenfield,Magee Community Center,238
2015-06-24,Greenfield,Magee Community Center,67
2015-06-24,Greenfield,Magee Community Center,67
2015-06-24,Greenfield,Magee Community Center,114
2015-06-24,Greenfield,Magee Community Center,236
2015-06-24,Greenfield,Magee Community Center,92
2015-06-23,Greenfield,Magee Community Center,85
2015-06-23,Greenfield,Magee Community Center,87
2015-06-23,Greenfield,Magee Community Center,80
2015-06-23,Greenfield,Magee Community Center,193
2015-06-23,Greenfield,Magee Community Center,97
2015-06-23,Greenfield,Magee Community Center,180
2015-06-23,Greenfield,Magee Community Center,35
2015-06-23,Greenfield,Magee Community Center,35
2015-06-23,Greenfield,Magee Community Center,79
2015-06-23,Greenfield,Magee Community Center,185
2015-06-22,Greenfield,Magee Community Center,56
2015-06-22,Greenfield,Magee Community Center,73
2015-06-22,Greenfield,Magee Community Center,152
2015-06-22,Greenfield,Magee Community Center,108
2015-06-22,Greenfield,Magee Community Center,317
2015-06-22,Greenfield,Magee Community Center,118
2015-06-22,Greenfield,Magee Community Center,65
2015-06-22,Greenfield,Magee Community Center,129
2015-06-22,Greenfield,Magee Community Center,285
2015-06-22,Greenfield,Magee Community Center,83
2015-06-20,Greenfield,Magee Community Center,2
2015-06-20,Greenfield,Magee Community Center,18
2015-06-20,Greenfield,Magee Community Center,12
2015-06-20,Greenfield,Magee Community Center,66
2015-06-20,Greenfield,Magee Community Center,30
2015-06-20,Greenfield,Magee Community Center,44
2015-06-20,Greenfield,Magee Community Center,78
2015-06-19,Greenfield,Magee Community Center,58
2015-06-19,Greenfield,Magee Community Center,46
2015-06-19,Greenfield,Magee Community Center,65
2015-06-19,Greenfield,Magee Community Center,42
2015-06-19,Greenfield,Magee Community Center,143
2015-06-19,Greenfield,Magee Community Center,101
2015-06-19,Greenfield,Magee Community Center,106
2015-06-19,Greenfield,Magee Community Center,57
2015-06-19,Greenfield,Magee Community Center,203
2015-06-19,Greenfield,Magee Community Center,98
2015-06-18,Greenfield,Magee Community Center,79
2015-06-18,Greenfield,Magee Community Center,41
2015-06-18,Greenfield,Magee Community Center,63
2015-06-18,Greenfield,Magee Community Center,136
2015-06-18,Greenfield,Magee Community Center,134
2015-06-18,Greenfield,Magee Community Center,179
2015-06-18,Greenfield,Magee Community Center,58
2015-06-18,Greenfield,Magee Community Center,91
2015-06-18,Greenfield,Magee Community Center,68
2015-06-18,Greenfield,Magee Community Center,164
2015-06-17,Greenfield,Magee Community Center,57
2015-06-17,Greenfield,Magee Community Center,74
2015-06-17,Greenfield,Magee Community Center,120
2015-06-17,Greenfield,Magee Community Center,41
2015-06-17,Greenfield,Magee Community Center,176
2015-06-17,Greenfield,Magee Community Center,121
2015-06-17,Greenfield,Magee Community Center,44
2015-06-17,Greenfield,Magee Community Center,73
2015-06-17,Greenfield,Magee Community Center,253
2015-06-17,Greenfield,Magee Community Center,130
2015-06-16,Greenfield,Magee Community Center,63
2015-06-16,Greenfield,Magee Community Center,64
2015-06-16,Greenfield,Magee Community Center,59
2015-06-16,Greenfield,Magee Community Center,121
2015-06-16,Greenfield,Magee Community Center,149
2015-06-16,Greenfield,Magee Community Center,263
2015-06-16,Greenfield,Magee Community Center,42
2015-06-16,Greenfield,Magee Community Center,62
2015-06-16,Greenfield,Magee Community Center,112
2015-06-16,Greenfield,Magee Community Center,188
2015-06-15,Greenfield,Magee Community Center,74
2015-06-15,Greenfield,Magee Community Center,52
2015-06-15,Greenfield,Magee Community Center,92
2015-06-15,Greenfield,Magee Community Center,107
2015-06-15,Greenfield,Magee Community Center,274
2015-06-15,Greenfield,Magee Community Center,86
2015-06-15,Greenfield,Magee Community Center,28
2015-06-15,Greenfield,Magee Community Center,266
2015-06-15,Greenfield,Magee Community Center,77
2015-06-14,Greenfield,Magee Community Center,17
2015-06-13,Greenfield,Magee Community Center,54
2015-06-13,Greenfield,Magee Community Center,6
2015-06-13,Greenfield,Magee Community Center,180
2015-06-13,Greenfield,Magee Community Center,34
2015-06-13,Greenfield,Magee Community Center,71
2015-06-13,Greenfield,Magee Community Center,79
2015-06-12,Greenfield,Magee Community Center,42
2015-06-12,Greenfield,Magee Community Center,23
2015-06-12,Greenfield,Magee Community Center,57
2015-06-12,Greenfield,Magee Community Center,70
2015-06-12,Greenfield,Magee Community Center,176
2015-06-12,Greenfield,Magee Community Center,85
2015-06-12,Greenfield,Magee Community Center,45
2015-06-12,Greenfield,Magee Community Center,266
2015-06-12,Greenfield,Magee Community Center,134
2015-06-11,Greenfield,Magee Community Center,73
2015-06-11,Greenfield,Magee Community Center,43
2015-06-11,Greenfield,Magee Community Center,171
2015-06-11,Greenfield,Magee Community Center,22
2015-06-11,Greenfield,Magee Community Center,70
2015-06-11,Greenfield,Magee Community Center,300
2015-06-11,Greenfield,Magee Community Center,91
2015-06-11,Greenfield,Magee Community Center,16
2015-06-11,Greenfield,Magee Community Center,118
2015-06-11,Greenfield,Magee Community Center,210
2015-06-10,Greenfield,Magee Community Center,117
2015-06-10,Greenfield,Magee Community Center,97
2015-06-10,Greenfield,Magee Community Center,47
2015-06-10,Greenfield,Magee Community Center,85
2015-06-10,Greenfield,Magee Community Center,301
2015-06-10,Greenfield,Magee Community Center,1
2015-06-10,Greenfield,Magee Community Center,54
2015-06-10,Greenfield,Magee Community Center,206
2015-06-10,Greenfield,Magee Community Center,85
2015-06-09,Greenfield,Magee Community Center,71
2015-06-09,Greenfield,Magee Community Center,58
2015-06-09,Greenfield,Magee Community Center,129
2015-06-09,Greenfield,Magee Community Center,120
2015-06-09,Greenfield,Magee Community Center,291
2015-06-09,Greenfield,Magee Community Center,66
2015-06-09,Greenfield,Magee Community Center,76
2015-06-09,Greenfield,Magee Community Center,62
2015-06-09,Greenfield,Magee Community Center,312
2015-06-08,Greenfield,Magee Community Center,51
2015-06-08,Greenfield,Magee Community Center,71
2015-06-08,Greenfield,Magee Community Center,109
2015-06-08,Greenfield,Magee Community Center,105
2015-06-08,Greenfield,Magee Community Center,87
2015-06-08,Greenfield,Magee Community Center,311
2015-06-08,Greenfield,Magee Community Center,88
2015-06-08,Greenfield,Magee Community Center,50
2015-06-08,Greenfield,Magee Community Center,179
2015-06-08,Greenfield,Magee Community Center,64
2015-06-06,Greenfield,Magee Community Center,4
2015-06-06,Greenfield,Magee Community Center,51
2015-06-06,Greenfield,Magee Community Center,7
2015-06-06,Greenfield,Magee Community Center,132
2015-06-06,Greenfield,Magee Community Center,9
2015-06-06,Greenfield,Magee Community Center,47
2015-06-06,Greenfield,Magee Community Center,86
2015-06-05,Greenfield,Magee Community Center,57
2015-06-05,Greenfield,Magee Community Center,8
2015-06-05,Greenfield,Magee Community Center,48
2015-06-05,Greenfield,Magee Community Center,40
2015-06-05,Greenfield,Magee Community Center,192
2015-06-05,Greenfield,Magee Community Center,44
2015-06-05,Greenfield,Magee Community Center,35
2015-06-05,Greenfield,Magee Community Center,13
2015-06-05,Greenfield,Magee Community Center,90
2015-06-05,Greenfield,Magee Community Center,88
2015-06-04,Greenfield,Magee Community Center,49
2015-06-04,Greenfield,Magee Community Center,132
2015-06-04,Greenfield,Magee Community Center,124
2015-06-04,Greenfield,Magee Community Center,72
2015-06-04,Greenfield,Magee Community Center,64
2015-06-04,Greenfield,Magee Community Center,210
2015-06-04,Greenfield,Magee Community Center,44
2015-06-04,Greenfield,Magee Community Center,46
2015-06-04,Greenfield,Magee Community Center,66
2015-06-04,Greenfield,Magee Community Center,149
2015-06-03,Greenfield,Magee Community Center,47
2015-06-03,Greenfield,Magee Community Center,78
2015-06-03,Greenfield,Magee Community Center,83
2015-06-03,Greenfield,Magee Community Center,70
2015-06-03,Greenfield,Magee Community Center,213
2015-06-03,Greenfield,Magee Community Center,53
2015-06-03,Greenfield,Magee Community Center,49
2015-06-03,Greenfield,Magee Community Center,47
2015-06-03,Greenfield,Magee Community Center,123
2015-06-03,Greenfield,Magee Community Center,179
2015-06-02,Greenfield,Magee Community Center,55
2015-06-02,Greenfield,Magee Community Center,73
2015-06-02,Greenfield,Magee Community Center,95
2015-06-02,Greenfield,Magee Community Center,106
2015-06-02,Greenfield,Magee Community Center,41
2015-06-02,Greenfield,Magee Community Center,258
2015-06-02,Greenfield,Magee Community Center,59
2015-06-02,Greenfield,Magee Community Center,80
2015-06-02,Greenfield,Magee Community Center,74
2015-06-02,Greenfield,Magee Community Center,113
2015-06-01,Greenfield,Magee Community Center,52
2015-06-01,Greenfield,Magee Community Center,17
2015-06-01,Greenfield,Magee Community Center,95
2015-06-01,Greenfield,Magee Community Center,117
2015-06-01,Greenfield,Magee Community Center,169
2015-06-01,Greenfield,Magee Community Center,31
2015-06-01,Greenfield,Magee Community Center,52
2015-06-01,Greenfield,Magee Community Center,28
2015-06-01,Greenfield,Magee Community Center,105
2015-06-01,Greenfield,Magee Community Center,87
2015-05-29,Greenfield,Magee Community Center,4
2015-05-29,Greenfield,Magee Community Center,23
2015-05-29,Greenfield,Magee Community Center,1
2015-05-29,Greenfield,Magee Community Center,19
2015-05-29,Greenfield,Magee Community Center,37
2015-05-29,Greenfield,Magee Community Center,5
2015-05-29,Greenfield,Magee Community Center,40
2015-05-29,Greenfield,Magee Community Center,4
2015-05-29,Greenfield,Magee Community Center,17
2015-05-28,Greenfield,Magee Community Center,131
2015-05-28,Greenfield,Magee Community Center,68
2015-05-28,Greenfield,Magee Community Center,71
2015-05-28,Greenfield,Magee Community Center,149
2015-05-28,Greenfield,Magee Community Center,116
2015-05-28,Greenfield,Magee Community Center,45
2015-05-28,Greenfield,Magee Community Center,57
2015-05-28,Greenfield,Magee Community Center,42
2015-05-28,Greenfield,Magee Community Center,102
2015-05-28,Greenfield,Magee Community Center,39
2015-05-27,Greenfield,Magee Community Center,40
2015-05-27,Greenfield,Magee Community Center,59
2015-05-27,Greenfield,Magee Community Center,89
2015-05-27,Greenfield,Magee Community Center,74
2015-05-27,Greenfield,Magee Community Center,36
2015-05-27,Greenfield,Magee Community Center,148
2015-05-27,Greenfield,Magee Community Center,36
2015-05-27,Greenfield,Magee Community Center,64
2015-05-27,Greenfield,Magee Community Center,118
2015-05-26,Greenfield,Magee Community Center,45
2015-05-26,Greenfield,Magee Community Center,63
2015-05-26,Greenfield,Magee Community Center,89
2015-05-26,Greenfield,Magee Community Center,83
2015-05-26,Greenfield,Magee Community Center,128
2015-05-26,Greenfield,Magee Community Center,33
2015-05-26,Greenfield,Magee Community Center,69
2015-05-26,Greenfield,Magee Community Center,74
2015-05-26,Greenfield,Magee Community Center,62
2015-05-23,Greenfield,Magee Community Center,20
2015-05-23,Greenfield,Magee Community Center,62
2015-05-23,Greenfield,Magee Community Center,30
2015-05-23,Greenfield,Magee Community Center,2
2015-05-23,Greenfield,Magee Community Center,34
2015-05-22,Greenfield,Magee Community Center,47
2015-05-22,Greenfield,Magee Community Center,26
2015-05-22,Greenfield,Magee Community Center,36
2015-05-22,Greenfield,Magee Community Center,35
2015-05-22,Greenfield,Magee Community Center,264
2015-05-22,Greenfield,Magee Community Center,31
2015-05-22,Greenfield,Magee Community Center,8
2015-05-22,Greenfield,Magee Community Center,15
2015-05-22,Greenfield,Magee Community Center,39
2015-05-22,Greenfield,Magee Community Center,60
2015-05-21,Greenfield,Magee Community Center,39
2015-05-21,Greenfield,Magee Community Center,120
2015-05-21,Greenfield,Magee Community Center,93
2015-05-21,Greenfield,Magee Community Center,34
2015-05-21,Greenfield,Magee Community Center,13
2015-05-21,Greenfield,Magee Community Center,105
2015-05-21,Greenfield,Magee Community Center,54
2015-05-21,Greenfield,Magee Community Center,29
2015-05-21,Greenfield,Magee Community Center,41
2015-05-21,Greenfield,Magee Community Center,76
2015-05-20,Greenfield,Magee Community Center,84
2015-05-20,Greenfield,Magee Community Center,52
2015-05-20,Greenfield,Magee Community Center,28
2015-05-20,Greenfield,Magee Community Center,89
2015-05-20,Greenfield,Magee Community Center,194
2015-05-20,Greenfield,Magee Community Center,38
2015-05-20,Greenfield,Magee Community Center,4
2015-05-20,Greenfield,Magee Community Center,52
2015-05-20,Greenfield,Magee Community Center,101
2015-05-20,Greenfield,Magee Community Center,77
2015-05-19,Greenfield,Magee Community Center,2
2015-05-19,Greenfield,Magee Community Center,48
2015-05-19,Greenfield,Magee Community Center,93
2015-05-19,Greenfield,Magee Community Center,27
2015-05-19,Greenfield,Magee Community Center,36
2015-05-19,Greenfield,Magee Community Center,424
2015-05-19,Greenfield,Magee Community Center,43
2015-05-19,Greenfield,Magee Community Center,53
2015-05-19,Greenfield,Magee Community Center,179
2015-05-19,Greenfield,Magee Community Center,223
2015-05-18,Greenfield,Magee Community Center,65
2015-05-18,Greenfield,Magee Community Center,47
2015-05-18,Greenfield,Magee Community Center,53
2015-05-18,Greenfield,Magee Community Center,74
2015-05-18,Greenfield,Magee Community Center,133
2015-05-18,Greenfield,Magee Community Center,40
2015-05-18,Greenfield,Magee Community Center,16
2015-05-18,Greenfield,Magee Community Center,25
2015-05-18,Greenfield,Magee Community Center,136
2015-05-18,Greenfield,Magee Community Center,67
2015-05-16,Greenfield,Magee Community Center,6
2015-05-16,Greenfield,Magee Community Center,12
2015-05-16,Greenfield,Magee Community Center,69
2015-05-16,Greenfield,Magee Community Center,51
2015-05-16,Greenfield,Magee Community Center,10
2015-05-16,Greenfield,Magee Community Center,35
2015-05-15,Greenfield,Magee Community Center,49
2015-05-15,Greenfield,Magee Community Center,13
2015-05-15,Greenfield,Magee Community Center,60
2015-05-15,Greenfield,Magee Community Center,75
2015-05-15,Greenfield,Magee Community Center,141
2015-05-15,Greenfield,Magee Community Center,33
2015-05-15,Greenfield,Magee Community Center,26
2015-05-15,Greenfield,Magee Community Center,38
2015-05-15,Greenfield,Magee Community Center,88
2015-05-15,Greenfield,Magee Community Center,75
2015-05-14,Greenfield,Magee Community Center,39
2015-05-14,Greenfield,Magee Community Center,123
2015-05-14,Greenfield,Magee Community Center,118
2015-05-14,Greenfield,Magee Community Center,126
2015-05-14,Greenfield,Magee Community Center,59
2015-05-14,Greenfield,Magee Community Center,122
2015-05-14,Greenfield,Magee Community Center,71
2015-05-14,Greenfield,Magee Community Center,37
2015-05-14,Greenfield,Magee Community Center,43
2015-05-14,Greenfield,Magee Community Center,127
2015-05-13,Greenfield,Magee Community Center,44
2015-05-13,Greenfield,Magee Community Center,51
2015-05-13,Greenfield,Magee Community Center,103
2015-05-13,Greenfield,Magee Community Center,78
2015-05-13,Greenfield,Magee Community Center,198
